Source;Target;Weight;Type
EN_1881_James,Henry_PortraitofaLady_Novel;EN_1860_Eliot,George_TheMillontheFloss_Novel;3;undirected
EN_1881_James,Henry_PortraitofaLady_Novel;EN_1891_Gissing,George_NewGrubStreet_Novel;2;undirected
EN_1881_James,Henry_PortraitofaLady_Novel;EN_1893_Gissing,George_TheOddWomen_Novel;1;undirected
EN_1881_James,Henry_PortraitofaLady_Novel;EN_1903_James,Henry_TheAmbassadors_Novel;3;undirected
EN_1882_Stevenson,RobertLouis_TreasureIsland_Novel;EN_1876_Twain,Mark_TheAdventuresofTomSawyer_Novel;1;undirected
EN_1882_Stevenson,RobertLouis_TreasureIsland_Novel;EN_1895_Wells,H.G._TheTimeMachine_Novel;1;undirected
EN_1882_Stevenson,RobertLouis_TreasureIsland_Novel;EN_1898_Crockett,SR_TheRedAxe_Novel;6;undirected
EN_1882_Stevenson,RobertLouis_TreasureIsland_Novel;EN_1899_Conrad,Joseph_HeartofDarkness_Novel;3;undirected
EN_1882_Stevenson,RobertLouis_TreasureIsland_Novel;EN_1903_Norris,Frank_ThePit_Novel;2;undirected
EN_1883_Braddon,Mary_TheGoldenCalf_Novel;EN_1837_Disraeli,Benjamin_Venetia_Novel;2;undirected
EN_1883_Braddon,Mary_TheGoldenCalf_Novel;EN_1847_Thackeray,William_VanityFair_Novel;1;undirected
EN_1883_Braddon,Mary_TheGoldenCalf_Novel;EN_1862_Braddon,Mary_LadyAudley'sSecret_Novel;1;undirected
EN_1883_Braddon,Mary_TheGoldenCalf_Novel;EN_1864_Braddon,Mary_HenryDunbar_Novel;2;undirected
EN_1883_Braddon,Mary_TheGoldenCalf_Novel;EN_1874_Hardy,Thomas_FarFromtheMaddingCrowd_Novel;3;undirected
EN_1883_Braddon,Mary_TheGoldenCalf_Novel;EN_1876_Trollope,FrancesEleanor_ACharmingFellow_Novel;3;undirected
EN_1883_Braddon,Mary_TheGoldenCalf_Novel;EN_1884_Lyall,Edna_WeTwo_Novel;6;undirected
EN_1883_Braddon,Mary_TheGoldenCalf_Novel;EN_1885_Barr,Amelia_JanVeeder'sWife_Novel;1;undirected
EN_1883_Braddon,Mary_TheGoldenCalf_Novel;EN_1888_Trollope,FrancesEleanor_ThatUnfortunateMarriage_Novel;1;undirected
EN_1883_Braddon,Mary_TheGoldenCalf_Novel;EN_1890_Broughton,Rhoda_Alas!_Novel;1;undirected
EN_1883_Braddon,Mary_TheGoldenCalf_Novel;EN_1890_Wilde,Oscar_ThePictureofDorianGray_Novel;3;undirected
EN_1883_Braddon,Mary_TheGoldenCalf_Novel;EN_1893_Grand,Sarah_TheHeavenlyTwins_Novel;1;undirected
EN_1884_Lyall,Edna_WeTwo_Novel;EN_1848_Gaskell,Elizabeth_MaryBarton_Novel;2;undirected
EN_1884_Lyall,Edna_WeTwo_Novel;EN_1853_Craik,Dinah_Agatha'sHusband_Novel;2;undirected
EN_1884_Lyall,Edna_WeTwo_Novel;EN_1854_Gaskell,Elizabeth_NorthandSouth_Novel;2;undirected
EN_1884_Lyall,Edna_WeTwo_Novel;EN_1883_Braddon,Mary_TheGoldenCalf_Novel;6;undirected
EN_1884_Lyall,Edna_WeTwo_Novel;EN_1885_Barr,Amelia_JanVeeder'sWife_Novel;2;undirected
EN_1884_Lyall,Edna_WeTwo_Novel;EN_1890_Wilde,Oscar_ThePictureofDorianGray_Novel;1;undirected
EN_1884_Lyall,Edna_WeTwo_Novel;EN_1891_Doyle,ArthurConan_TheDoingsofRafflesHaw_Novel;1;undirected
EN_1884_Lyall,Edna_WeTwo_Novel;EN_1893_Grand,Sarah_TheHeavenlyTwins_Novel;5;undirected
EN_1884_Lyall,Edna_WeTwo_Novel;EN_1900_Dreiser,Theodore_SisterCarrie_Novel;1;undirected
EN_1884_Lyall,Edna_WeTwo_Novel;EN_1915_Ford,FordMadox_TheGoodSoldier_Novel;2;undirected
EN_1884_Twain,Mark_TheAdventuresofHuckleberryFinn_Novel;EN_1853_Stowe,HarrietBeecher_UncleTom'sCabin_Novel;1;undirected
EN_1884_Twain,Mark_TheAdventuresofHuckleberryFinn_Novel;EN_1876_Twain,Mark_TheAdventuresofTomSawyer_Novel;3;undirected
EN_1884_Twain,Mark_TheAdventuresofHuckleberryFinn_Novel;EN_1877_Sewell,Anna_BlackBeauty_Novel;2;undirected
EN_1885_Barr,Amelia_JanVeeder'sWife_Novel;EN_1883_Braddon,Mary_TheGoldenCalf_Novel;1;undirected
EN_1885_Barr,Amelia_JanVeeder'sWife_Novel;EN_1884_Lyall,Edna_WeTwo_Novel;2;undirected
EN_1885_Barr,Amelia_JanVeeder'sWife_Novel;EN_1900_Barr,Amelia_TheMaidofMaidenLane_Novel;6;undirected
EN_1886_Stevenson,RobertLouis_JekyllandHyde_Novel;EN_1859_Dickens,Charles_ATaleofTwoCities_Novel;2;undirected
EN_1886_Stevenson,RobertLouis_JekyllandHyde_Novel;EN_1864_Braddon,Mary_HenryDunbar_Novel;4;undirected
EN_1886_Stevenson,RobertLouis_JekyllandHyde_Novel;EN_1874_Hardy,Thomas_FarFromtheMaddingCrowd_Novel;1;undirected
EN_1886_Stevenson,RobertLouis_JekyllandHyde_Novel;EN_1902_Bennett,Arnold_GrandBabylonHotel_Novel;1;undirected
EN_1887_Bellamy,Edward_LookingBackward_Novel;EN_1809_More,Hannah_CoelebsinSearchofaWife_Novel;1;undirected
EN_1887_Bellamy,Edward_LookingBackward_Novel;EN_1826_Disraeli,Benjamin_VivianGrey_Novel;3;undirected
EN_1887_Bellamy,Edward_LookingBackward_Novel;EN_1889_Doyle,ArthurConan_TheMysteryoftheCloomber_Novel;2;undirected
EN_1888_Trollope,FrancesEleanor_ThatUnfortunateMarriage_Novel;EN_1857_Trollope,Anthony_BarchesterTowers_Novel;1;undirected
EN_1888_Trollope,FrancesEleanor_ThatUnfortunateMarriage_Novel;EN_1860_Eliot,George_TheMillontheFloss_Novel;4;undirected
EN_1888_Trollope,FrancesEleanor_ThatUnfortunateMarriage_Novel;EN_1876_Trollope,FrancesEleanor_ACharmingFellow_Novel;6;undirected
EN_1888_Trollope,FrancesEleanor_ThatUnfortunateMarriage_Novel;EN_1883_Braddon,Mary_TheGoldenCalf_Novel;1;undirected
EN_1888_Ward,Mrs.Humphry_RobertElsmere_Novel;EN_1847_Thackeray,William_VanityFair_Novel;6;undirected
EN_1888_Ward,Mrs.Humphry_RobertElsmere_Novel;EN_1850_Hawthorne,Nathaniel_TheScarletLetter_Novel;2;undirected
EN_1888_Ward,Mrs.Humphry_RobertElsmere_Novel;EN_1851_Hawthorne,Nathaniel_TheHouseoftheSevenGables_Novel;2;undirected
EN_1888_Ward,Mrs.Humphry_RobertElsmere_Novel;EN_1859_Dickens,Charles_ATaleofTwoCities_Novel;2;undirected
EN_1888_Ward,Mrs.Humphry_RobertElsmere_Novel;EN_1862_Eliot,George_Romola_Novel;2;undirected
EN_1888_Ward,Mrs.Humphry_RobertElsmere_Novel;EN_1905_Orczy,Emma_TheScarletPimpernel_Novel;2;undirected
EN_1888_Ward,Mrs.Humphry_RobertElsmere_Novel;EN_1905_Wharton,Edith_TheHouseofMirth_Novel;2;undirected
EN_1888_Ward,Mrs.Humphry_RobertElsmere_Novel;EN_1920_Wharton,Edith_TheAgeofInnocence_Novel;1;undirected
EN_1888_Ward,Mrs.Humphry_RobertElsmere_Novel;EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;2;undirected
EN_1889_Doyle,ArthurConan_TheMysteryoftheCloomber_Novel;EN_1817_Scott,Walter_RobRoy_Novel;3;undirected
EN_1889_Doyle,ArthurConan_TheMysteryoftheCloomber_Novel;EN_1874_Hardy,Thomas_FarFromtheMaddingCrowd_Novel;1;undirected
EN_1889_Doyle,ArthurConan_TheMysteryoftheCloomber_Novel;EN_1887_Bellamy,Edward_LookingBackward_Novel;2;undirected
EN_1889_Doyle,ArthurConan_TheMysteryoftheCloomber_Novel;EN_1891_Doyle,ArthurConan_TheDoingsofRafflesHaw_Novel;5;undirected
EN_1890_Broughton,Rhoda_Alas!_Novel;EN_1876_Trollope,FrancesEleanor_ACharmingFellow_Novel;2;undirected
EN_1890_Broughton,Rhoda_Alas!_Novel;EN_1883_Braddon,Mary_TheGoldenCalf_Novel;1;undirected
EN_1890_Broughton,Rhoda_Alas!_Novel;EN_1900_Barr,Amelia_TheMaidofMaidenLane_Novel;3;undirected
EN_1890_Chopin,Kate_AtFault_Novel;EN_1899_Chopin,Kate_TheAwakening_Novel;3;undirected
EN_1890_Chopin,Kate_AtFault_Novel;EN_1905_Wharton,Edith_TheHouseofMirth_Novel;2;undirected
EN_1890_Chopin,Kate_AtFault_Novel;EN_1920_Wharton,Edith_TheAgeofInnocence_Novel;3;undirected
EN_1890_Chopin,Kate_AtFault_Novel;EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;3;undirected
EN_1890_Wilde,Oscar_ThePictureofDorianGray_Novel;EN_1883_Braddon,Mary_TheGoldenCalf_Novel;3;undirected
EN_1890_Wilde,Oscar_ThePictureofDorianGray_Novel;EN_1884_Lyall,Edna_WeTwo_Novel;1;undirected
EN_1890_Wilde,Oscar_ThePictureofDorianGray_Novel;EN_1891_Doyle,ArthurConan_TheDoingsofRafflesHaw_Novel;4;undirected
EN_1891_Doyle,ArthurConan_TheDoingsofRafflesHaw_Novel;EN_1884_Lyall,Edna_WeTwo_Novel;1;undirected
EN_1891_Doyle,ArthurConan_TheDoingsofRafflesHaw_Novel;EN_1889_Doyle,ArthurConan_TheMysteryoftheCloomber_Novel;5;undirected
EN_1891_Doyle,ArthurConan_TheDoingsofRafflesHaw_Novel;EN_1890_Wilde,Oscar_ThePictureofDorianGray_Novel;4;undirected
EN_1891_Gissing,George_NewGrubStreet_Novel;EN_1848_Bronte,Ann_TheTenantofWildfellHall_Novel;1;undirected
EN_1891_Gissing,George_NewGrubStreet_Novel;EN_1860_Eliot,George_TheMillontheFloss_Novel;2;undirected
EN_1891_Gissing,George_NewGrubStreet_Novel;EN_1869_Trollope,Anthony_PhineasFinn_Novel;2;undirected
EN_1891_Gissing,George_NewGrubStreet_Novel;EN_1876_Trollope,FrancesEleanor_ACharmingFellow_Novel;1;undirected
EN_1891_Gissing,George_NewGrubStreet_Novel;EN_1881_James,Henry_PortraitofaLady_Novel;2;undirected
EN_1891_Gissing,George_NewGrubStreet_Novel;EN_1893_Gissing,George_TheOddWomen_Novel;6;undirected
EN_1891_Hardy,Thomas_TessoftheD'Urbervilles_Novel;EN_1794_Radcliffe,Ann_TheMysteriesofUdolpho_Novel;1;undirected
EN_1891_Hardy,Thomas_TessoftheD'Urbervilles_Novel;EN_1859_Dickens,Charles_ATaleofTwoCities_Novel;2;undirected
EN_1891_Hardy,Thomas_TessoftheD'Urbervilles_Novel;EN_1862_Eliot,George_Romola_Novel;1;undirected
EN_1891_Hardy,Thomas_TessoftheD'Urbervilles_Novel;EN_1874_Hardy,Thomas_FarFromtheMaddingCrowd_Novel;6;undirected
EN_1891_Hardy,Thomas_TessoftheD'Urbervilles_Novel;EN_1899_Chopin,Kate_TheAwakening_Novel;1;undirected
EN_1891_Hardy,Thomas_TessoftheD'Urbervilles_Novel;EN_1905_Wharton,Edith_TheHouseofMirth_Novel;1;undirected
EN_1891_Hardy,Thomas_TessoftheD'Urbervilles_Novel;EN_1928_Woolf,Virginia_Orlando_Novel;3;undirected
EN_1893_Gissing,George_TheOddWomen_Novel;EN_1854_Gaskell,Elizabeth_NorthandSouth_Novel;2;undirected
EN_1893_Gissing,George_TheOddWomen_Novel;EN_1860_Eliot,George_TheMillontheFloss_Novel;1;undirected
EN_1893_Gissing,George_TheOddWomen_Novel;EN_1881_James,Henry_PortraitofaLady_Novel;1;undirected
EN_1893_Gissing,George_TheOddWomen_Novel;EN_1891_Gissing,George_NewGrubStreet_Novel;6;undirected
EN_1893_Grand,Sarah_TheHeavenlyTwins_Novel;EN_1800_Edgeworth,Maria_CastleRackrent_Novel;2;undirected
EN_1893_Grand,Sarah_TheHeavenlyTwins_Novel;EN_1861_Dickens,Charles_GreatExpectations_Novel;1;undirected
EN_1893_Grand,Sarah_TheHeavenlyTwins_Novel;EN_1876_Trollope,FrancesEleanor_ACharmingFellow_Novel;2;undirected
EN_1893_Grand,Sarah_TheHeavenlyTwins_Novel;EN_1883_Braddon,Mary_TheGoldenCalf_Novel;1;undirected
EN_1893_Grand,Sarah_TheHeavenlyTwins_Novel;EN_1884_Lyall,Edna_WeTwo_Novel;5;undirected
EN_1893_Grand,Sarah_TheHeavenlyTwins_Novel;EN_1897_Stoker,Bram_Dracula_Novel;2;undirected
EN_1893_Grand,Sarah_TheHeavenlyTwins_Novel;EN_1911_Barrie,J.M._PeterPan_Novel;1;undirected
EN_1893_Grand,Sarah_TheHeavenlyTwins_Novel;EN_1915_Ford,FordMadox_TheGoodSoldier_Novel;3;undirected
EN_1893_Harraden,Beatrice_ShipsThatPassintheNight_Novel;EN_1854_Gaskell,Elizabeth_NorthandSouth_Novel;1;undirected
EN_1893_Harraden,Beatrice_ShipsThatPassintheNight_Novel;EN_1906_Stein,Gertrude_ThreeLives_Novel;3;undirected
EN_1893_Harraden,Beatrice_ShipsThatPassintheNight_Novel;EN_1908_Forster,E.M._ARoomWithaView_Novel;2;undirected
EN_1893_Harraden,Beatrice_ShipsThatPassintheNight_Novel;EN_1910_Forster,E.M._HowardsEnd_Novel;3;undirected
EN_1894_Freeman,MaryWilkins_Pembroke_Novel;EN_1911_Wharton,Edith_EthanFrome_Novel;2;undirected
EN_1894_Freeman,MaryWilkins_Pembroke_Novel;EN_1912_Cather,Willa_Alexander'sBridge_Novel;1;undirected
EN_1894_Freeman,MaryWilkins_Pembroke_Novel;EN_1913_Lawrence,D.H._SonsandLovers_Novel;4;undirected
EN_1894_Hope,Anthony_ThePrisonerofZenda_Novel;EN_1847_Bronte,Charlotte_JaneEyre_Novel;2;undirected
EN_1894_Hope,Anthony_ThePrisonerofZenda_Novel;EN_1847_Bronte,Emily_WutheringHeights_Novel;5;undirected
EN_1894_Hope,Anthony_ThePrisonerofZenda_Novel;EN_1898_Crockett,SR_TheRedAxe_Novel;1;undirected
EN_1894_Kipling,Rudyard_TheJungleBook_Novel;EN_1822_Hogg,James_ThreePerilsofMan_Novel;2;undirected
EN_1894_Kipling,Rudyard_TheJungleBook_Novel;EN_1853_Stowe,HarrietBeecher_UncleTom'sCabin_Novel;1;undirected
EN_1894_Kipling,Rudyard_TheJungleBook_Novel;EN_1900_Kipling,Rudyard_Kim_Novel;3;undirected
EN_1895_Crane,Stephen_TheRedBadgeofCourage_Novel;EN_1901_Norris,Frank_TheOctopus_Novel;2;undirected
EN_1895_Crane,Stephen_TheRedBadgeofCourage_Novel;EN_1920_DosPassos,John_ThreeSoldiers_Novel;1;undirected
EN_1895_Crane,Stephen_TheRedBadgeofCourage_Novel;EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;3;undirected
EN_1895_Wells,H.G._TheTimeMachine_Novel;EN_1882_Stevenson,RobertLouis_TreasureIsland_Novel;1;undirected
EN_1895_Wells,H.G._TheTimeMachine_Novel;EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;3;undirected
EN_1895_Wells,H.G._TheTimeMachine_Novel;EN_1928_Woolf,Virginia_Orlando_Novel;2;undirected
EN_1897_Stoker,Bram_Dracula_Novel;EN_1854_Gaskell,Elizabeth_NorthandSouth_Novel;1;undirected
EN_1897_Stoker,Bram_Dracula_Novel;EN_1856_Craik,Dinah_JohnHalifax_Novel;3;undirected
EN_1897_Stoker,Bram_Dracula_Novel;EN_1893_Grand,Sarah_TheHeavenlyTwins_Novel;2;undirected
EN_1898_Crockett,SR_TheRedAxe_Novel;EN_1849_Kingsley,Charles_AltonLocke_Novel;3;undirected
EN_1898_Crockett,SR_TheRedAxe_Novel;EN_1869_Blackmore,R.D._LornaDoone_Novel;2;undirected
EN_1898_Crockett,SR_TheRedAxe_Novel;EN_1874_Hardy,Thomas_FarFromtheMaddingCrowd_Novel;1;undirected
EN_1898_Crockett,SR_TheRedAxe_Novel;EN_1882_Stevenson,RobertLouis_TreasureIsland_Novel;6;undirected
EN_1898_Crockett,SR_TheRedAxe_Novel;EN_1894_Hope,Anthony_ThePrisonerofZenda_Novel;1;undirected
EN_1899_Chopin,Kate_TheAwakening_Novel;EN_1890_Chopin,Kate_AtFault_Novel;3;undirected
EN_1899_Chopin,Kate_TheAwakening_Novel;EN_1891_Hardy,Thomas_TessoftheD'Urbervilles_Novel;1;undirected
EN_1899_Chopin,Kate_TheAwakening_Novel;EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;2;undirected
EN_1899_Conrad,Joseph_HeartofDarkness_Novel;EN_1882_Stevenson,RobertLouis_TreasureIsland_Novel;3;undirected
EN_1899_Conrad,Joseph_HeartofDarkness_Novel;EN_1901_Norris,Frank_TheOctopus_Novel;1;undirected
EN_1899_Conrad,Joseph_HeartofDarkness_Novel;EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;3;undirected
EN_1900_Barr,Amelia_TheMaidofMaidenLane_Novel;EN_1853_Craik,Dinah_Agatha'sHusband_Novel;2;undirected
EN_1900_Barr,Amelia_TheMaidofMaidenLane_Novel;EN_1876_Trollope,FrancesEleanor_ACharmingFellow_Novel;1;undirected
EN_1900_Barr,Amelia_TheMaidofMaidenLane_Novel;EN_1885_Barr,Amelia_JanVeeder'sWife_Novel;6;undirected
EN_1900_Barr,Amelia_TheMaidofMaidenLane_Novel;EN_1890_Broughton,Rhoda_Alas!_Novel;3;undirected
EN_1900_Dreiser,Theodore_SisterCarrie_Novel;EN_1884_Lyall,Edna_WeTwo_Novel;1;undirected
EN_1900_Dreiser,Theodore_SisterCarrie_Novel;EN_1903_Norris,Frank_ThePit_Novel;2;undirected
EN_1900_Dreiser,Theodore_SisterCarrie_Novel;EN_1912_Dreiser,Theodore_TheFinancier_Novel;6;undirected
EN_1900_Kipling,Rudyard_Kim_Novel;EN_1822_Hogg,James_ThreePerilsofMan_Novel;2;undirected
EN_1900_Kipling,Rudyard_Kim_Novel;EN_1894_Kipling,Rudyard_TheJungleBook_Novel;3;undirected
EN_1900_Kipling,Rudyard_Kim_Novel;EN_1902_Bennett,Arnold_GrandBabylonHotel_Novel;1;undirected
EN_1900_Kipling,Rudyard_Kim_Novel;EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;3;undirected
EN_1901_Norris,Frank_TheOctopus_Novel;EN_1895_Crane,Stephen_TheRedBadgeofCourage_Novel;2;undirected
EN_1901_Norris,Frank_TheOctopus_Novel;EN_1899_Conrad,Joseph_HeartofDarkness_Novel;1;undirected
EN_1901_Norris,Frank_TheOctopus_Novel;EN_1902_Bellamy,Edward_Eleonora_Novel;3;undirected
EN_1901_Norris,Frank_TheOctopus_Novel;EN_1903_Norris,Frank_ThePit_Novel;6;undirected
EN_1901_Norris,Frank_TheOctopus_Novel;EN_1906_London,Jack_WhiteFang_Novel;2;undirected
EN_1901_Norris,Frank_TheOctopus_Novel;EN_1911_Wharton,Edith_EthanFrome_Novel;1;undirected
EN_1901_Norris,Frank_TheOctopus_Novel;EN_1916_Joyce,James_APortraitoftheArtistasaYoungMan_Novel;2;undirected
EN_1901_Norris,Frank_TheOctopus_Novel;EN_1920_DosPassos,John_ThreeSoldiers_Novel;3;undirected
EN_1901_Norris,Frank_TheOctopus_Novel;EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;4;undirected
EN_1901_Norris,Frank_TheOctopus_Novel;EN_1922_Joyce,James_Ulysses_Novel;2;undirected
EN_1902_Bellamy,Edward_Eleonora_Novel;EN_1901_Norris,Frank_TheOctopus_Novel;3;undirected
EN_1902_Bellamy,Edward_Eleonora_Novel;EN_1905_Orczy,Emma_TheScarletPimpernel_Novel;4;undirected
EN_1902_Bellamy,Edward_Eleonora_Novel;EN_1917_Webb,Mary_GonetoEart_Novel;2;undirected
EN_1902_Bellamy,Edward_Eleonora_Novel;EN_1920_Wharton,Edith_TheAgeofInnocence_Novel;3;undirected
EN_1902_Bennett,Arnold_GrandBabylonHotel_Novel;EN_1847_Bronte,Charlotte_JaneEyre_Novel;4;undirected
EN_1902_Bennett,Arnold_GrandBabylonHotel_Novel;EN_1874_Hardy,Thomas_FarFromtheMaddingCrowd_Novel;3;undirected
EN_1902_Bennett,Arnold_GrandBabylonHotel_Novel;EN_1886_Stevenson,RobertLouis_JekyllandHyde_Novel;1;undirected
EN_1902_Bennett,Arnold_GrandBabylonHotel_Novel;EN_1900_Kipling,Rudyard_Kim_Novel;1;undirected
EN_1903_James,Henry_TheAmbassadors_Novel;EN_1853_Yonge,Charlotte_TheHeirofRedcliffe_Novel;1;undirected
EN_1903_James,Henry_TheAmbassadors_Novel;EN_1860_Eliot,George_TheMillontheFloss_Novel;2;undirected
EN_1903_James,Henry_TheAmbassadors_Novel;EN_1881_James,Henry_PortraitofaLady_Novel;3;undirected
EN_1903_London,Jack_TheCalloftheWild_Novel;EN_1904_Murfree,MaryNoailles_TheFrontiersman_Novel;2;undirected
EN_1903_London,Jack_TheCalloftheWild_Novel;EN_1906_London,Jack_WhiteFang_Novel;6;undirected
EN_1903_London,Jack_TheCalloftheWild_Novel;EN_1911_Wharton,Edith_EthanFrome_Novel;1;undirected
EN_1903_Norris,Frank_ThePit_Novel;EN_1853_Stowe,HarrietBeecher_UncleTom'sCabin_Novel;1;undirected
EN_1903_Norris,Frank_ThePit_Novel;EN_1865_Carroll,Lewis_Alice'sAdventureinWonderland_Novel;2;undirected
EN_1903_Norris,Frank_ThePit_Novel;EN_1874_Hardy,Thomas_FarFromtheMaddingCrowd_Novel;3;undirected
EN_1903_Norris,Frank_ThePit_Novel;EN_1876_Twain,Mark_TheAdventuresofTomSawyer_Novel;3;undirected
EN_1903_Norris,Frank_ThePit_Novel;EN_1882_Stevenson,RobertLouis_TreasureIsland_Novel;2;undirected
EN_1903_Norris,Frank_ThePit_Novel;EN_1900_Dreiser,Theodore_SisterCarrie_Novel;2;undirected
EN_1903_Norris,Frank_ThePit_Novel;EN_1901_Norris,Frank_TheOctopus_Novel;6;undirected
EN_1903_Norris,Frank_ThePit_Novel;EN_1912_Cather,Willa_Alexander'sBridge_Novel;2;undirected
EN_1903_Norris,Frank_ThePit_Novel;EN_1920_Fitzgerald,FScott_ThisSideofParadise_Novel;2;undirected
EN_1904_Murfree,MaryNoailles_TheFrontiersman_Novel;EN_1790_Radcliffe,Ann_ASicilianRomance_Novel;1;undirected
EN_1904_Murfree,MaryNoailles_TheFrontiersman_Novel;EN_1814_Scott,Walter_Waverley_Novel;2;undirected
EN_1904_Murfree,MaryNoailles_TheFrontiersman_Novel;EN_1823_Cooper,JamesFenimore_ThePioneers_Novel;1;undirected
EN_1904_Murfree,MaryNoailles_TheFrontiersman_Novel;EN_1826_Cooper,JameFenimore_TheLastoftheMohicans_Novel;3;undirected
EN_1904_Murfree,MaryNoailles_TheFrontiersman_Novel;EN_1838_Poe,EdgarAllen_TheNarrativeofArthurGordonPym_Novel;1;undirected
EN_1904_Murfree,MaryNoailles_TheFrontiersman_Novel;EN_1903_London,Jack_TheCalloftheWild_Novel;2;undirected
EN_1905_Orczy,Emma_TheScarletPimpernel_Novel;EN_1837_Disraeli,Benjamin_Venetia_Novel;2;undirected
EN_1905_Orczy,Emma_TheScarletPimpernel_Novel;EN_1888_Ward,Mrs.Humphry_RobertElsmere_Novel;2;undirected
EN_1905_Orczy,Emma_TheScarletPimpernel_Novel;EN_1902_Bellamy,Edward_Eleonora_Novel;4;undirected
EN_1905_Wharton,Edith_TheHouseofMirth_Novel;EN_1821_Galt,John_AnnalsoftheParish_Novel;2;undirected
EN_1905_Wharton,Edith_TheHouseofMirth_Novel;EN_1888_Ward,Mrs.Humphry_RobertElsmere_Novel;2;undirected
EN_1905_Wharton,Edith_TheHouseofMirth_Novel;EN_1890_Chopin,Kate_AtFault_Novel;2;undirected
EN_1905_Wharton,Edith_TheHouseofMirth_Novel;EN_1891_Hardy,Thomas_TessoftheD'Urbervilles_Novel;1;undirected
EN_1905_Wharton,Edith_TheHouseofMirth_Novel;EN_1920_Wharton,Edith_TheAgeofInnocence_Novel;6;undirected
EN_1906_London,Jack_WhiteFang_Novel;EN_1901_Norris,Frank_TheOctopus_Novel;2;undirected
EN_1906_London,Jack_WhiteFang_Novel;EN_1903_London,Jack_TheCalloftheWild_Novel;6;undirected
EN_1906_London,Jack_WhiteFang_Novel;EN_1911_Wharton,Edith_EthanFrome_Novel;1;undirected
EN_1906_Sinclair,Upton_TheJungle_Novel;EN_1876_Twain,Mark_TheAdventuresofTomSawyer_Novel;2;undirected
EN_1906_Sinclair,Upton_TheJungle_Novel;EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;3;undirected
EN_1906_Sinclair,Upton_TheJungle_Novel;EN_1925_Woolf,Virginia_Mrs.Dalloway_Novel;1;undirected
EN_1906_Stein,Gertrude_ThreeLives_Novel;EN_1850_Yonge,Charlotte_Henrietta'sWish_Novel;1;undirected
EN_1906_Stein,Gertrude_ThreeLives_Novel;EN_1853_Yonge,Charlotte_TheHeirofRedcliffe_Novel;2;undirected
EN_1906_Stein,Gertrude_ThreeLives_Novel;EN_1893_Harraden,Beatrice_ShipsThatPassintheNight_Novel;3;undirected
EN_1908_Forster,E.M._ARoomWithaView_Novel;EN_1853_Craik,Dinah_Agatha'sHusband_Novel;2;undirected
EN_1908_Forster,E.M._ARoomWithaView_Novel;EN_1856_Craik,Dinah_JohnHalifax_Novel;1;undirected
EN_1908_Forster,E.M._ARoomWithaView_Novel;EN_1893_Harraden,Beatrice_ShipsThatPassintheNight_Novel;2;undirected
EN_1908_Forster,E.M._ARoomWithaView_Novel;EN_1910_Forster,E.M._HowardsEnd_Novel;6;undirected
EN_1908_Forster,E.M._ARoomWithaView_Novel;EN_1911_Barrie,J.M._PeterPan_Novel;2;undirected
EN_1910_Forster,E.M._HowardsEnd_Novel;EN_1853_Craik,Dinah_Agatha'sHusband_Novel;3;undirected
EN_1910_Forster,E.M._HowardsEnd_Novel;EN_1856_Craik,Dinah_JohnHalifax_Novel;2;undirected
EN_1910_Forster,E.M._HowardsEnd_Novel;EN_1877_Sewell,Anna_BlackBeauty_Novel;2;undirected
EN_1910_Forster,E.M._HowardsEnd_Novel;EN_1893_Harraden,Beatrice_ShipsThatPassintheNight_Novel;3;undirected
EN_1910_Forster,E.M._HowardsEnd_Novel;EN_1908_Forster,E.M._ARoomWithaView_Novel;6;undirected
EN_1910_Forster,E.M._HowardsEnd_Novel;EN_1911_Barrie,J.M._PeterPan_Novel;3;undirected
EN_1911_Barrie,J.M._PeterPan_Novel;EN_1893_Grand,Sarah_TheHeavenlyTwins_Novel;1;undirected
EN_1911_Barrie,J.M._PeterPan_Novel;EN_1908_Forster,E.M._ARoomWithaView_Novel;2;undirected
EN_1911_Barrie,J.M._PeterPan_Novel;EN_1910_Forster,E.M._HowardsEnd_Novel;3;undirected
EN_1911_Wharton,Edith_EthanFrome_Novel;EN_1894_Freeman,MaryWilkins_Pembroke_Novel;2;undirected
EN_1911_Wharton,Edith_EthanFrome_Novel;EN_1901_Norris,Frank_TheOctopus_Novel;1;undirected
EN_1911_Wharton,Edith_EthanFrome_Novel;EN_1903_London,Jack_TheCalloftheWild_Novel;1;undirected
EN_1911_Wharton,Edith_EthanFrome_Novel;EN_1906_London,Jack_WhiteFang_Novel;1;undirected
EN_1911_Wharton,Edith_EthanFrome_Novel;EN_1920_Wharton,Edith_TheAgeofInnocence_Novel;3;undirected
EN_1911_Wharton,Edith_EthanFrome_Novel;EN_1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel;2;undirected
